Órgão,Cod. Solicitação Aquisição,Razão Social,Num. CPF/CNPJ,Qtd. Itens Adquiridos,Valor Total (R$),Objeto da Licitação,Item Solicitação Aquisição (Valor Unitário Adjudicado),Item Solicitação Aquisição (Qtde Item) * Item Solicitação Aquisição (Valor Unitário Adjudicado) *  CASE  WHEN Item Solicitação Aquisição (Qtde Periodo Contrato) >,Data da Solicitação
ECONOMIA,77002,GESY SARAIVA DE GOIÁS,34533426000122,3660,"6478,2","ADESÃO À ATA DE REGISTRO DE PREÇO Nº 002/2020, PREGÃO ELETRÔNICO SRP Nº 002/2019 DO PROCESSO N° 201800005019940 – SEAD/GEAC, PARA FORNECIMENTO DE CAFÉ, AÇÚCAR E COPOS DESCARTÁVEIS PARA ÁGUA MINERAL E CAFÉ, POR UM PERÍODO DE 12(DOZE) MESES,","1,77","6478,2",2020-08-24
ECONOMIA,77002,GESY SARAIVA DE GOIÁS,34533426000122,"2032,5","20304,675","ADESÃO À ATA DE REGISTRO DE PREÇO Nº 002/2020, PREGÃO ELETRÔNICO SRP Nº 002/2019 DO PROCESSO N° 201800005019940 – SEAD/GEAC, PARA FORNECIMENTO DE CAFÉ, AÇÚCAR E COPOS DESCARTÁVEIS PARA ÁGUA MINERAL E CAFÉ, POR UM PERÍODO DE 12(DOZE) MESES,","9,99","20304,675",2020-08-24
ECONOMIA,77002,GESY SARAIVA DE GOIÁS,34533426000122,28,"1818,6","ADESÃO À ATA DE REGISTRO DE PREÇO Nº 002/2020, PREGÃO ELETRÔNICO SRP Nº 002/2019 DO PROCESSO N° 201800005019940 – SEAD/GEAC, PARA FORNECIMENTO DE CAFÉ, AÇÚCAR E COPOS DESCARTÁVEIS PARA ÁGUA MINERAL E CAFÉ, POR UM PERÍODO DE 12(DOZE) MESES,","64,95","1818,6",2020-08-24
ECONOMIA,77002,NAO INFORMADO,0,"7686,5",0,"ADESÃO À ATA DE REGISTRO DE PREÇO Nº 002/2020, PREGÃO ELETRÔNICO SRP Nº 002/2019 DO PROCESSO N° 201800005019940 – SEAD/GEAC, PARA FORNECIMENTO DE CAFÉ, AÇÚCAR E COPOS DESCARTÁVEIS PARA ÁGUA MINERAL E CAFÉ, POR UM PERÍODO DE 12(DOZE) MESES,",0,0,2020-08-24
ECONOMIA,77091,NAO INFORMADO,0,2,0,AQUISIÇÃO DE QUADRO DE AVISOS PARA A SUPERINTENDÊNCIA DE GESTÃO INTEGRADA DA SECRETARIA DE ESTADO DA ECONOMIA.,0,0,2020-08-31
ECONOMIA,77091,SUPORTE COMERCIAL ATACADISTA LTDA - ME,10907265000121,2,1380,AQUISIÇÃO DE QUADRO DE AVISOS PARA A SUPERINTENDÊNCIA DE GESTÃO INTEGRADA DA SECRETARIA DE ESTADO DA ECONOMIA.,690,1380,2020-08-31
ECONOMIA,77137,NAO INFORMADO,0,57,0,AQUISIÇÃO DE APARELHOS DE AR CONDICIONADO SPLIT TECNOLOGIA INVERTER .,0,0,2020-09-02
ECONOMIA,77167,NAO INFORMADO,0,18,0,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS CONTINUADOS DE VIGILÂNCIA ARMADA, COM FORNECIMENTO DE PROFISSIONAIS UNIFORMIZADOS E INSTRUMENTOS DE TRABALHO, PELO PERÍODO DE 12 (DOZE) MESES",0,0,2020-09-04
ECONOMIA,77282,NAO INFORMADO,0,300,0,"AQUISIÇÃO DE CONES DE SINALIZAÇÃO MATERIAL DE BORRACHA, PARA SEREM UTILIZADOS NAS OPERAÇÕES DE FISCALIZAÇÃO ""VIAS SEGURAS"" E COMANDO VOLANTE.",0,0,2020-09-17
ECONOMIA,77314,NAO INFORMADO,0,6,0,"ROÇADEIRA MANUAL – ROÇADEIRA PROFISSIONAL, LATERAL, CONFORME ESPECIFICAÇÕES TÉCNICAS DESCRITAS NO ITEM 4 DESTE TERMO.",0,0,2020-09-18
ECONOMIA,77320,LIMPMIL AMBIENTAL EIRELI-ME,27548897000149,"21633,79","39806,1736","PRORROGAÇÃO DO PRAZO DE VIGÊNCIA  DO CONTRATO Nº 038/2017, DE PRESTAÇÃO DE SERVIÇOS DE DESINSETIZAÇÃO, DESRATIZAÇÃO, DESCUPINIZAÇÃO E COMBATE A DENGUE, MANTENDO O QUANTITATIVO INICIALMENTE CONTRATADO.","0,46","39806,1736",2020-09-21
EMATER,74453,-,10636142000101,3476,448404,AQUISIÇÃO DE VALE TRANSPORTE PELO PERÍODO DE 30 (TRINTA) MESES.,"4,3",448404,2020-01-27
EMATER,74453,NAO INFORMADO,0,3476,0,AQUISIÇÃO DE VALE TRANSPORTE PELO PERÍODO DE 30 (TRINTA) MESES.,0,0,2020-01-27
EMATER,74664,NAO INFORMADO,0,1,0,"3º TERMO ADITIVO PARA CONTRATAÇÃO DO SERVIÇO DE FORNECIMENTO DE ÁGUA E COLETA DE ESGOTO NA UNIDADE LOCAL DA EMATER NA CIDADE DE MINEIROS-GO, PELO PERÍODO DE 30 (TRINTA) MESES.",0,0,2020-02-11
EMATER,74664,SAAE,2316487000141,1,"2762,7","3º TERMO ADITIVO PARA CONTRATAÇÃO DO SERVIÇO DE FORNECIMENTO DE ÁGUA E COLETA DE ESGOTO NA UNIDADE LOCAL DA EMATER NA CIDADE DE MINEIROS-GO, PELO PERÍODO DE 30 (TRINTA) MESES.","92,09","2762,7",2020-02-11
EMATER,74851,NAO INFORMADO,0,1,0,CONTRATAÇÃO DE SEGUROS PARA 44 VEÍCULOS DA EMATER.,0,0,2020-02-21
EMATER,74953,BANCO DO BRASIL S.A.,191,1,4400,"SOLICITAÇÃO PARA REGULARIZAÇÃO CONTÁBIL DAS TARIFAS BANCÁRIAS- CONTA 17.140-9 PARA O PERÍODO DE JANEIRO A DEZEMBRO DE 2020, CONFORME CONTRATO DESTA AGÊNCIA E O BANCO DO BRASIL S/A.",4400,4400,2020-03-02
EMATER,74979,NAO INFORMADO,0,7,0,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE LIMPEZA CONSERVAÇÃO, HIGIENIZAÇÃO E PORTARIA COM FORNECIMENTO DE MATERIAIS, PARA ATENDER A SEDE ADMINISTRATIVA DA EMATER E CENTRO DE TREINAMENTO, NO CAMPUS II DA UFG PELO PERÍODO DE 30 (TRINTA) MESES",0,0,2020-03-02
EMATER,75025,CLARO S/A,40432544000147,1,164430,"SOLICITAÇÃO REFERE-SE AO 2º TERMO ADITIVO AO CONTRATO Nº 005/2016, E A ADESÃO A ATA DE REGISTRO DE PREÇOS Nº 02/2015 RELATIVA AO PREGÃO ELETRÔNICO SEAD/DGL/SRP Nº 006/2015 PARA CONTRATAÇÃO DE SERVIÇO MÓVEL PESSOAL- SMP A SER PRESTADO NA AGÊNCIA EMATER",164430,164430,2020-03-04
EMATER,75025,NAO INFORMADO,0,1,0,"SOLICITAÇÃO REFERE-SE AO 2º TERMO ADITIVO AO CONTRATO Nº 005/2016, E A ADESÃO A ATA DE REGISTRO DE PREÇOS Nº 02/2015 RELATIVA AO PREGÃO ELETRÔNICO SEAD/DGL/SRP Nº 006/2015 PARA CONTRATAÇÃO DE SERVIÇO MÓVEL PESSOAL- SMP A SER PRESTADO NA AGÊNCIA EMATER",0,0,2020-03-04
EMATER,75062,CENTRO DE INTEGRAÇÃO EMPRESA ESCOLA - CIEE,61600839000155,8,816,"CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE PROGRAMA  DE ESTÁGIO O CIEE-CENTRO DE INTEGRAÇÃO EMPRESA ESCOLA, PARA O PERÍODO  DE 12(DOZE) MESES, DISPONIBILIZAÇÃO DE 08(OITO) ESTAGIÁRIOS DE NÍVEL SUPERIOR, CONFORME LEI Nº 11.788 DE 25/09/2008, POR ADESÃO A ATA DE REGISTRO DE PREÇOS.","8,5",816,2020-03-05
EMATER,75062,NAO INFORMADO,0,24,0,"CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE PROGRAMA  DE ESTÁGIO O CIEE-CENTRO DE INTEGRAÇÃO EMPRESA ESCOLA, PARA O PERÍODO  DE 12(DOZE) MESES, DISPONIBILIZAÇÃO DE 08(OITO) ESTAGIÁRIOS DE NÍVEL SUPERIOR, CONFORME LEI Nº 11.788 DE 25/09/2008, POR ADESÃO A ATA DE REGISTRO DE PREÇOS.",0,0,2020-03-05
EMATER,75066,NAO INFORMADO,0,0,0,"CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE PROGRAMA  DE ESTÁGIO O CIEE-CENTRO DE INTEGRAÇÃO EMPRESA ESCOLA, PARA O PERÍODO  DE 12(DOZE) MESES, DISPONIBILIZAÇÃO DE 08(OITO) ESTAGIÁRIOS DE NÍVEL SUPERIOR, CONFORME LEI Nº 11.788 DE 25/09/2008, POR ADESÃO A ATA DE REGISTRO DE PREÇOS.",0,0,2020-03-05
EMATER,75067,NAO INFORMADO,0,0,0,"CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE PROGRAMA  DE ESTÁGIO O CIEE-CENTRO DE INTEGRAÇÃO EMPRESA ESCOLA, PARA O PERÍODO  DE 12(DOZE) MESES, DISPONIBILIZAÇÃO DE 08(OITO) ESTAGIÁRIOS DE NÍVEL SUPERIOR, CONFORME LEI Nº 11.788 DE 25/09/2008, POR ADESÃO A ATA DE REGISTRO DE PREÇOS.",0,0,2020-03-05
EMATER,75203,-,1543032000104,1,"150527,58","O PRESENTE TERMO TEM POR OBJETO APOSTILAR AO CONTRATO DE PRESTAÇÃO E UTILIZAÇÃO DE SERVIÇO PÚBLICO DE ENERGIA ELÉTRICA CELEBRADO EM 01.07.2013, A SUPLEMENTAÇÃO DO VALOR ORIGINAL EM R$ 150.527,61 (CENTO E CINQUENTA MIL QUINHENTOS E VINTE E SETE REAIS E SESSENTA E  UM CENTAVOS), PARA ACOBERTAR AS DESPESAS COM O AUMENTO DE CONSUMO E DE BANDEIRAS TARIFÁRIAS, CONSOANTE JUSTIFICATIVA INCURSA NO TERMO DE REFERÊNCIA (DOC. SEI Nº. 9958890), MANTIDAS AS DEMAIS CLÁUSULAS E CONDIÇÕES DO CONTRATO ORIGINAL.","25087,93","150527,58",2020-03-11
EMATER,75221,NAO INFORMADO,0,37,0,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE LIMPEZA CONSERVAÇÃO, HIGIENIZAÇÃO E PORTARIA COM FORNECIMENTO DE MATERIAIS, PARA ATENDER A SEDE ADMINISTRATIVA DA EMATER E CENTRO DE TREINAMENTO, NO CAMPUS II DA UFG PELO PERÍODO DE 12 (DOZE) MESES.",0,0,2020-03-12
EMATER,75221,NOAH ENGENHARIA E EMPREENDIMENTOS EIRELI,21502731000105,10,325590,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE LIMPEZA CONSERVAÇÃO, HIGIENIZAÇÃO E PORTARIA COM FORNECIMENTO DE MATERIAIS, PARA ATENDER A SEDE ADMINISTRATIVA DA EMATER E CENTRO DE TREINAMENTO, NO CAMPUS II DA UFG PELO PERÍODO DE 12 (DOZE) MESES.","2713,25",325590,2020-03-12
EMATER,75221,NOAH ENGENHARIA E EMPREENDIMENTOS EIRELI,21502731000105,6,197820,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE LIMPEZA CONSERVAÇÃO, HIGIENIZAÇÃO E PORTARIA COM FORNECIMENTO DE MATERIAIS, PARA ATENDER A SEDE ADMINISTRATIVA DA EMATER E CENTRO DE TREINAMENTO, NO CAMPUS II DA UFG PELO PERÍODO DE 12 (DOZE) MESES.","2747,5",197820,2020-03-12
EMATER,75221,NOAH ENGENHARIA E EMPREENDIMENTOS EIRELI,21502731000105,2,"76644,72","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE LIMPEZA CONSERVAÇÃO, HIGIENIZAÇÃO E PORTARIA COM FORNECIMENTO DE MATERIAIS, PARA ATENDER A SEDE ADMINISTRATIVA DA EMATER E CENTRO DE TREINAMENTO, NO CAMPUS II DA UFG PELO PERÍODO DE 12 (DOZE) MESES.","3193,53","76644,72",2020-03-12
EMATER,75221,NOAH ENGENHARIA E EMPREENDIMENTOS EIRELI,21502731000105,2,"76644,96","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE LIMPEZA CONSERVAÇÃO, HIGIENIZAÇÃO E PORTARIA COM FORNECIMENTO DE MATERIAIS, PARA ATENDER A SEDE ADMINISTRATIVA DA EMATER E CENTRO DE TREINAMENTO, NO CAMPUS II DA UFG PELO PERÍODO DE 12 (DOZE) MESES.","3193,54","76644,96",2020-03-12
EMATER,75285,-,1616929000102,1,"796308,96","2° TERMO DE ADITIVO REFERENTE A PAGAMENTO DE CONTAS DE AGUA E ESGOTO DA SEDE DA EMATER, ESCRITÓRIOS LOCAIS, REGIONAIS E CENTRO DE TREINAMENTO.","16589,77","796308,96",2020-03-18
EMATER,75285,NAO INFORMADO,0,1,0,"2° TERMO DE ADITIVO REFERENTE A PAGAMENTO DE CONTAS DE AGUA E ESGOTO DA SEDE DA EMATER, ESCRITÓRIOS LOCAIS, REGIONAIS E CENTRO DE TREINAMENTO.",0,0,2020-03-18
EMATER,75354,MOTRIZ SOLUÇÕES INDUSTRIAIS LTDA,26908839000116,1,3896,SERVIÇO DE TRANSPORTE DE EQUIPAMENTOS GRÁFICOS.,3896,3896,2020-03-24
EMATER,75354,NAO INFORMADO,0,1,0,SERVIÇO DE TRANSPORTE DE EQUIPAMENTOS GRÁFICOS.,0,0,2020-03-24
EMATER,75424,NAO INFORMADO,0,24630,0,"PREGÃO, PELO MENOR PREÇO (LOTE ÚNICO), PARA AQUISIÇÃO DE MATERIAIS DE LIM-PEZA E HIGIENE PARA SUPRIR AS NECESSIDADES DAS UNIDADES ADMINISTRATIVAS DA EMATER, CONFORME TERMOS E CONDIÇÕES CONSTANTES NO PRESENTE TERMO DE REFERÊNCIA, PELO PERÍODO DE 12 (MESES).",0,0,2020-03-28
EMATER,75455,NAO INFORMADO,0,1201,0,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL - EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TEMOS DA LEI Nº 19145, DE 29/12/2015.",0,0,2020-04-01
EMATER,75467,NAO INFORMADO,0,1201,0,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPIS, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI Nº 19.145 DE 29/12/2015.",0,0,2020-04-01
EMATER,75475,NAO INFORMADO,0,20,0,"A 1º TERMO ADITIVO AO CONTRATO REFERE-SE A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE VIGILÂNCIA E SEGURANÇA ARMADA NO PERÍODO DIURNO, EM TURNO DE 12 HORAS, AOS SÁBADOS, DOMINGOS E FERIADOS/PONTOS FACULTATIVOS ESTADUAIS, PARA A ÁREA EXPERIMENTAL DA ESTAÇÃO EXPERIMENTAL DE ANÁPOLIS, POR UM PERÍODO DE 20 (VINTE) MESES, CONFORME REQUISIÇÃO DE DESPESA, TERMO DE REFERENCIA, PROPOSTA COMERCIAL E DEMAIS NORMAS APLICADAS, ANEXO AOS AUTOS.",0,0,2020-04-02
EMATER,75475,OFFICE SEGURANÇA LTDA-EPP,24610153000119,20,142812,"A 1º TERMO ADITIVO AO CONTRATO REFERE-SE A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE VIGILÂNCIA E SEGURANÇA ARMADA NO PERÍODO DIURNO, EM TURNO DE 12 HORAS, AOS SÁBADOS, DOMINGOS E FERIADOS/PONTOS FACULTATIVOS ESTADUAIS, PARA A ÁREA EXPERIMENTAL DA ESTAÇÃO EXPERIMENTAL DE ANÁPOLIS, POR UM PERÍODO DE 20 (VINTE) MESES, CONFORME REQUISIÇÃO DE DESPESA, TERMO DE REFERENCIA, PROPOSTA COMERCIAL E DEMAIS NORMAS APLICADAS, ANEXO AOS AUTOS.","7140,6",142812,2020-04-02
EMATER,75480,TRIVALE ADMINISTRAÇÃO LTDA,604122000197,0,0,"SOLICITAÇÃO VISANDO ADITIVAÇÃO (3º TERMO ADITIVO) - PROCESSO:201711168000167, JUNTO A TRIVALE ADMINISTRAÇÃO LTDA,  COM OBJETIVO DE GERENCIAMENTO ELETRÔNICO E CONTROLE DE ABASTECIMENTO DE COMBUSTÍVEIS AGENCIA/EMATER. - PERÍODO DE 12 MESES -  26/04/2020 À 25/04/2021","4,13",0,2020-04-02
EMATER,75551,-,12450604000119,90,"193,5","AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.","2,15","193,5",2020-04-12
EMATER,75551,-,12450604000119,230,529,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.","2,3",529,2020-04-12
EMATER,75551,-,12450604000119,50,125,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.","2,5",125,2020-04-12
EMATER,75551,-,12450604000119,200,1250,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.","6,25",1250,2020-04-12
EMATER,75551,-,12450604000119,30,195,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.","6,5",195,2020-04-12
EMATER,75551,-,12450604000119,80,536,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.","6,7",536,2020-04-12
EMATER,75551,-,12450604000119,70,665,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.","9,5",665,2020-04-12
EMATER,75551,-,12450604000119,200,2400,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.",12,2400,2020-04-12
EMATER,75551,-,12450604000119,20,299,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.","14,95",299,2020-04-12
EMATER,75551,-,12450604000119,50,1100,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.",22,1100,2020-04-12
EMATER,75551,-,12450604000119,26,"725,4","AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.","27,9","725,4",2020-04-12
EMATER,75551,-,12450604000119,8,240,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.",30,240,2020-04-12
EMATER,75551,-,12450604000119,15,"460,5","AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.","30,7","460,5",2020-04-12
EMATER,75551,-,12450604000119,11,385,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.",35,385,2020-04-12
EMATER,75551,-,12450604000119,33,"1247,4","AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.","37,8","1247,4",2020-04-12
EMATER,75551,-,12450604000119,30,1260,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.",42,1260,2020-04-12
EMATER,75551,-,12450604000119,5,250,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.",50,250,2020-04-12
EMATER,75551,-,12450604000119,20,1100,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.",55,1100,2020-04-12
EMATER,75551,-,12450604000119,2,124,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.",62,124,2020-04-12
EMATER,75551,-,12450604000119,8,568,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.",71,568,2020-04-12
EMATER,75551,-,12450604000119,4,396,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.",99,396,2020-04-12
EMATER,75551,-,12450604000119,1,123,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.",123,123,2020-04-12
EMATER,75551,-,12450604000119,4,500,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.",125,500,2020-04-12
EMATER,75551,-,12450604000119,13,1989,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.",153,1989,2020-04-12
EMATER,75551,-,12450604000119,1,"398,75","AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.","398,75","398,75",2020-04-12
EMATER,75551,NAO INFORMADO,0,1201,0,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL-EPI, COM CERTIFICADO DE APROVAÇÃO-CA, PARA ATENDER AOS TERMOS DA LEI 19145, DE 29/12/2015, PARA SEREM UTILIZADAOS PELOS TRABALHADORES NAS UNIDADES EXPERIMENTAIS DA AGÊNCIA EMATER.",0,0,2020-04-12
